respondent_id,F1_channel,S1,S2,S3,S4,S5,A1,A2,B1,B2_1순위,B2_2순위,B3,B4,C1,C2,D1_5900,D1_6900,D1_7500,D1_8500,E1,E2,F2,_is_target,_is_student,_screenout,_flag_b4_pass,_flag_straightline,_flag_d1_nonmonotone,_flag_e1_swap_flip,_flag_unprimed_ok,_flag_structural_inconsistency,_backend,_B1_why,_B2_why
79,지인 소개,40+,직장인,가족거주,0회,없다,먹어봤고 보통이다,①향신료향 부담,4,향신료 부담 없음,국산 새우·숙주 등 재료,가격 걱정,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),"내가 팟타이 꺼리는 이유가 딱 향이라, 향 부담 없다는 말이 나한테는 제일 와닿아서요.",,False,False,40+;구매0회,True,False,False,False,True,False,claude-live,고수랑 피시소스 향 때문에 팟타이는 늘 부담이었는데 그걸 매실청으로 덜었다니 솔직히 눈길이 가긴 하네요. 다만 냉동으로 그 맛이 제대로 날지는 반신반의입니다.,"향 부담 없이 먹을 수 있다는 게 제일 크고, 국산 새우나 숙주 들어간다니 그나마 믿음이 좀 갑니다."
80,직장인 커뮤니티,25-29,직장인,2인가구,1-2회,없다,먹어봤고 좋아한다,⑥지금도 잘 먹음,2,5분 완조리,향신료 부담 없음,양(300g) 부족,그렇다,이런 맛 안 찾음,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 향 부담 잡았다는 게 이 제품만의 특징 같아서 더 궁금해져요.,,True,False,,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 집에서 5분이면 된다니까 솔깃하네요. 다만 매실청으로 새콤함 낸 게 진짜 그 맛일지는 좀 봐야 알 것 같아요.,퇴근하고 빨리 한 끼 때우기 좋고 고수 향 부담 없다는 것도 마음에 들어요.
81,직장인 커뮤니티,25-29,직장인,2인가구,0회,없다,먹어봤고 보통이다,③접근성 부족,1,외식 대비 가성비,5분 완조리,가격 걱정,그렇다,배달·외식,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),"어차피 진짜 팟타이 맛은 기대 안 해서, 향 부담 덜었다는 쪽이 더 솔직하게 와닿아요.",,False,False,구매0회,True,False,False,False,True,False,claude-live,아이디어는 나쁘지 않은데 매실청 소스라는 게 맛이 잘 그려지진 않네요. 냉동인데 괜찮을까 싶기도 하고요.,사 먹으면 만원 넘는데 집에서 빨리 되면 그게 제일 끌리죠.
82,지인 소개,30-34,직장인,1인가구,6+회,있다,먹어봤고 좋아한다,③접근성 부족,2,5분 완조리,국산 새우·숙주 등 재료,양(300g) 부족,그렇다,직접 만든다,기존 방식 유지,산다,산다,안 산다,안 산다,가(T1·완성도),"매실청이 뭔지 감이 잘 안 와서, 그냥 사 먹던 그 맛이라는 쪽이 더 믿음이 간다.",,True,False,,True,False,False,False,True,False,claude-live,여행 때 먹던 팟타이를 집에서 5분이면 된다니 솔직히 혹한다. 다만 매실청 소스라는 게 어떤 맛일지는 잘 안 그려진다.,혼자 살다 보니 재료 사서 만들 일은 없고 5분에 되는 게 제일 크다.
83,지인 소개,40+,기타,2인가구,1-2회,있다,먹어봤고 보통이다,③접근성 부족,4,매실청의 새콤한 맛,향신료 부담 없음,맛 상상 안 됨,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청이라는 말이 나한테는 더 와닿고 향 부담 덜하다는 게 안심돼서요.,,False,False,40+,True,False,False,False,True,False,claude-live,매실청으로 새콤함 냈다니 그건 좀 궁금하네. 근데 냉동 팟타이가 실제로 어떤 맛일지는 상상이 잘 안 가요.,매실청은 평소 익숙해서 그 새콤함이면 향 부담 없이 먹을 만하겠다 싶어요.
84,지인 소개,25-29,직장인,1인가구,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,향신료 부담 없음,양(300g) 부족,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 새콤함 낸다는 게 이 제품만의 특징 같아서 더 끌려요.,,True,False,,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 집에서 해먹기 어려웠거든요. 매실청으로 새콤함 냈다니까 향 부담도 없고 궁금하네요.,혼자 사니까 재료 사서 만들기 번거로운데 5분이면 되고 향도 안 세다니 딱 좋아요.
85,직장인 커뮤니티,30-34,직장인,가족거주,0회,없다,먹어봤고 보통이다,③접근성 부족,4,5분 완조리,향신료 부담 없음,맛 상상 안 됨,그렇다,안 먹거나 참는다,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),"향 부담 없다는 말이 저한테는 더 안심이 되고, 매실청이라니까 어떤 맛인지 그나마 상상이 돼서요.",,False,False,구매0회,True,False,False,False,True,False,claude-live,아이디어는 나쁘지 않은데 매실청으로 새콤함을 낸다는 게 팟타이 맛이랑 맞을지 상상이 잘 안 되네요. 냉동이라 면 식감도 좀 걱정되고요.,평일에 빨리 차려 먹을 수 있고 향 부담이 적으면 가족이랑도 무난하게 먹을 것 같아서요.
86,지인 소개,30-34,직장인,가족거주,6+회,있다,먹어봤고 좋아한다,⑥지금도 잘 먹음,3,5분 완조리,국산 새우·숙주 등 재료,맛 상상 안 됨,그렇다,직접 만든다,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),"완성도 강조는 흔한 문구고, 매실청으로 새콤함 잡았다는 게 이 제품만의 차별점이라 더 궁금해집니다.",,True,False,,True,False,False,False,True,False,claude-live,"팟타이 자주 먹는 편이라 냉동으로 나온 건 반갑긴 한데, 매실청으로 새콤함 냈다는 게 진짜 그 맛이 날지 상상이 잘 안 되네요.",평일에 빨리 해먹기 좋고 재료가 국산이라니 그건 좀 안심이 됩니다.
87,직장인 커뮤니티,25-29,직장인,1인가구,0회,없다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,향신료 부담 없음,맛 상상 안 됨,그렇다,냉동/밀키트,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 말이 나 같은 사람한테는 더 와닿아요.,,False,False,구매0회,True,False,False,False,True,False,claude-live,아이디어는 신선한데 매실청 소스가 팟타이 맛으로 상상이 잘 안 돼요. 그래도 향 부담 줄였다니 한 번쯤 궁금하긴 하네요.,혼자 살아서 고수 같은 거 따로 사기 번거로운데 5분에 끝나고 향 부담도 없다니 그 점이 제일 끌려요.
88,직장인 커뮤니티,35-39,직장인,가족거주,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,3,향신료 부담 없음,5분 완조리,냉동품질 불신,아니다,직접 만든다,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),향 부담 없다는 게 나한텐 제일 끌리는 포인트라 가족이랑 먹기 좋아 보인다.,,True,False,,False,False,False,False,True,False,claude-live,매실청으로 새콤함을 냈다니 우리 입맛엔 오히려 잘 맞을 것 같고 5분이면 되니 평일 저녁에 편하겠다. 다만 냉동으로 그 볶음면 맛이 제대로 살지는 좀 반신반의된다.,고수나 피시소스 향이 부담되는데 그걸 매실청으로 눌렀다니 온 가족이 먹기 편할 것 같아서.
89,직장인 커뮤니티,25-29,직장인,2인가구,3-5회,없다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,향신료 부담 없음,진짜 팟타이 아닐 것,그렇다,직접 만든다,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 향 부담을 줄였다는 게 이 제품만의 차별점 같아서 더 궁금해요.,,True,False,,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 집에서 5분이면 된다니 솔깃하네요. 근데 매실청 소스라는 게 좀 상상이 안 되긴 해요.,퇴근하고 빨리 해먹기 좋고 고수 향 부담 없다니 무난하게 먹을 수 있을 것 같아요.
90,지인 소개,40+,직장인,가족거주,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,3,매실청의 새콤한 맛,5분 완조리,양(300g) 부족,아니다,직접 만든다,꼭 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청이 익숙하고 향 부담 없다는 게 나한테는 더 안심되고 끌리는 포인트라서요.,,False,False,40+,False,False,False,False,True,False,claude-live,매실청으로 새콤함 냈다니 향 부담 없이 먹기 좋겠다 싶네요. 다만 진짜 팟타이 맛이 날지는 좀 미심쩍어요.,"매실청은 익숙하고 좋아하는 맛이라 끌리고, 퇴근하고 5분이면 되는 것도 편하네요."
91,직장인 커뮤니티,25-29,직장인,가족거주,0회,없다,먹어봤고 보통이다,③접근성 부족,3,5분 완조리,국산 새우·숙주 등 재료,맛 상상 안 됨,그렇다,안 먹거나 참는다,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 새콤함을 냈다는 게 이 제품만의 특징 같아서 그쪽이 더 궁금해져요.,,False,False,구매0회,True,False,False,False,True,False,claude-live,매실청으로 팟타이 맛을 낸다는 게 신기하긴 한데 솔직히 무슨 맛일지 상상이 잘 안 돼요. 냉동이라 가격이 애매하면 손 안 갈 것 같고요.,퇴근하고 5분이면 되고 재료가 국산이라는 점은 그나마 믿음이 가서요.
92,대학생 커뮤니티,19-24,기타,기숙사,3-5회,없다,먹어봤고 좋아한다,③접근성 부족,1,5분 완조리,국산 새우·숙주 등 재료,맛 상상 안 됨,그렇다,직접 만든다,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청이라는 익숙한 재료가 있으니 낯선 맛이 좀 덜 걱정돼서요.,,False,True,19-24,True,False,False,False,True,False,claude-live,"매실청으로 새콤함 낸다는 발상은 신선한데, 그게 진짜 팟타이 맛이 날지는 잘 상상이 안 돼요. 향 부담 없다는 건 저한텐 크게 안 와닿고요.",기숙사에서 재료 사둘 데도 없으니 5분에 끝나고 재료가 국산이면 그나마 믿고 먹겠어요.
93,직장인 커뮤니티,35-39,직장인,가족거주,3-5회,있다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,그렇다,냉동/밀키트,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),"매실청 얘기가 이 제품만의 차별점 같고, 완성도 강조는 오히려 진짜 팟타이냐 의심만 키워서요.",,True,False,,True,False,False,False,True,False,claude-live,평소에 팟타이 자주 먹는데 파는 데가 마땅찮았거든요. 매실청으로 새콤함 냈다니 오히려 궁금하네요.,퇴근하고 5분이면 되고 재료도 국산이라니 손 갈 일 없어서 좋죠.
94,지인 소개,30-34,직장인,1인가구,1-2회,없다,먹어봤고 좋아한다,③접근성 부족,2,5분 완조리,매실청의 새콤한 맛,양(300g) 부족,그렇다,이런 맛 안 찾음,기존 방식 유지,산다,산다,안 산다,안 산다,나(T2·매실청),매실청 얘기가 이 제품만의 특징 같고 향 부담 없다는 게 더 와닿아요.,,True,False,,True,False,False,False,True,False,claude-live,매실청으로 새콤함을 낸다니까 맛이 대충 상상이 가고 부담이 없어 보여요. 혼자 사는데 5분이면 되는 것도 딱 좋네요.,"혼자 살면 재료 사서 만들기 번거로운데 5분에 되고, 매실청이면 맛이 익숙해서 실패 안 할 것 같아요."
95,대학생 커뮤니티,19-24,기타,가족거주,0회,있다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,매실청의 새콤한 맛,양(300g) 부족,그렇다,직접 만든다,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청으로 향 부담을 덜었다는 말이 저한테는 더 안심되고 새로워서 눈에 들어와요.,,False,True,19-24;구매0회,True,False,False,False,True,False,claude-live,여행 때 먹었던 팟타이 맛이 떠올라서 반갑네요. 매실청으로 새콤함 냈다니 부담 없이 먹을 수 있을 것 같아요.,따로 재료 살 필요 없이 5분이면 되고 새콤한 맛도 취향이라 끌려요.
96,대학생 커뮤니티,19-24,대학원생,1인가구,3-5회,없다,먹어봤고 좋아한다,③접근성 부족,3,5분 완조리,국산 새우·숙주 등 재료,진짜 팟타이 아닐 것,아니다,이런 맛 안 찾음,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),"매실청으로 향 부담을 잡았다는 게 이 제품만의 특징 같아서 더 궁금하고, '그 맛 그대로'는 오히려 진짜 팟타이랑 비교돼서 실망할까 걱정된다.",,False,True,19-24,False,False,False,False,True,False,claude-live,"향 부담 줄였다니까 부담 없이 먹을 수 있을 것 같고, 5분이면 되는 것도 자취생한테 딱이다. 다만 매실청 팟타이가 어떤 맛일지는 좀 상상이 안 된다.",혼자 살면 숙주나 부추 사두면 다 못 쓰고 버리는데 이건 재료 다 들어있고 빨리 되니까 편할 것 같다.
97,직장인 커뮤니티,25-29,직장인,가족거주,6+회,없다,먹어봤고 좋아한다,③접근성 부족,4,5분 완조리,매실청의 새콤한 맛,냉동품질 불신,그렇다,냉동/밀키트,가끔 산다,산다,산다,산다,안 산다,나(T2·매실청),향 부담 얘기보다 매실청이라는 익숙한 재료가 딱 와닿아서 맛이 상상된다.,,True,False,,True,False,False,False,True,False,claude-live,팟타이 좋아하는데 집 근처에서 파는 데가 마땅치 않아서 냉동으로 나오면 반가울 것 같다. 다만 매실청 소스가 어떤 맛일지는 좀 궁금하다.,먹고 싶어도 파는 데를 찾기 귀찮았는데 5분이면 되고 매실청은 익숙해서 손이 갈 것 같다.
98,직장인 커뮤니티,30-34,직장인,2인가구,3-5회,없다,먹어봤고 보통이다,①향신료향 부담,3,향신료 부담 없음,5분 완조리,맛 상상 안 됨,그렇다,배달·외식,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),내가 향신료 향에 부담이 있어서 그걸 잡았다는 문구가 더 와닿아요.,,True,False,,True,False,False,False,True,False,claude-live,"향 부담 덜었다니까 나 같은 사람한테는 솔깃하긴 한데, 매실청으로 낸 새콤함이 팟타이 맛이랑 맞을지 상상이 잘 안 되네요.","고수·피시소스 향이 부담이라 그걸 덜었다는 점, 그리고 바쁠 때 5분이면 되는 게 제일 끌려요."
99,지인 소개,40+,직장인,가족거주,0회,있다,먹어봤고 좋아한다,③접근성 부족,5,5분 완조리,향신료 부담 없음,진짜 팟타이 아닐 것,그렇다,직접 만든다,가끔 산다,산다,산다,안 산다,안 산다,나(T2·매실청),매실청은 익숙해서 새콤한 맛이 어떨지 바로 상상이 되고 향 부담 없다는 점이 마음에 든다.,,False,False,40+;구매0회,True,False,False,False,True,False,claude-live,여행 때 먹던 팟타이가 생각나서 반갑네. 향 부담 덜었다니 집에서도 편하게 먹겠다 싶다.,"퇴근하고 빨리 차려 먹기 좋고, 고수향 부담 없다니 가족이랑 먹기도 무난할 것 같다."
